k5_pace_minkm,k10_pace_minkm,mh_pace_minkm,has_k5_data,has_k10_data,slowdown_10k_to_hm,slowdown_5k_to_hm,sex_M,sex_F,age_input,age_squared,bmi_input,endurancecat_input,typical_km_week,max_km_week,training_volume_ratio,has_sprint,has_tempo,injury_history,footwear_type,k5_pace_squared,k10_pace_squared,mh_pace_squared,mh_pace_cubed,sex_pace_interaction,age_pace_interaction,bmi_pace_interaction,training_pace_interaction,endurance_pace_interaction,age_bmi_interaction
,,3.5272741636054827,0,0,,,1,0,28.0,784.0,22.68170738220215,2,75.0,88.0,1.1733333333333333,1,1,0,1,,,12.441663025238757,43.8851565412103,3.5272741636054827,98.76367658095351,80.00460043570139,264.5455622704112,7.0545483272109655,635.0878067016602
3.736666666666667,,4.4555042066595565,1,0,,1.1923740071345825,1,0,60.0,3600.0,24.378732681274414,3,40.0,55.0,1.375,1,1,0,2,13.96267777777778,,19.851517735561004,88.44852077936885,4.4555042066595565,267.3302523995734,108.61954601444695,178.22016826638225,13.36651261997867,1462.7239608764648
,,3.5264841805901175,0,0,,,1,0,40.0,1600.0,22.17678451538086,1,70.0,87.0,1.2428571428571429,1,1,0,2,,,12.436090675952352,43.85567703713023,3.5264841805901175,141.0593672236047,78.20607976984648,246.85389264130822,3.5264841805901175,887.0713806152344
,,3.6576213611407358,0,0,,,1,0,30.0,900.0,21.385881423950195,1,60.0,70.0,1.1666666666666667,1,1,0,2,,,13.378194021473009,48.93236822642496,3.6576213611407358,109.72864083422208,78.22145672306308,219.45728166844415,3.6576213611407358,641.5764427185059
,4.283333333333333,4.384405735276691,0,1,1.0235966697144026,,1,0,29.0,841.0,24.221452713012695,2,35.0,60.0,1.7142857142857142,1,1,1,2,,18.346944444444443,19.223013651527143,84.28149130305773,4.384405735276691,127.14776632302404,106.19667619166603,153.45420073468418,8.768811470553382,702.4221286773682
4.12,,5.16806888651894,1,0,,1.254385652067704,1,0,28.0,784.0,22.939172744750977,2,30.0,40.0,1.3333333333333333,0,1,0,2,16.9744,,26.708936015805115,138.03362121530756,5.16806888651894,144.70592882253032,118.55122494463079,155.0420665955682,10.33613777303788,642.2968368530273
,,5.149109294150176,0,0,,,1,0,63.0,3969.0,24.489795684814453,1,20.0,30.0,1.5,0,0,1,2,,,26.51332652310373,136.5200160189518,5.149109294150176,324.39388553146114,126.10063457251698,102.98218588300352,5.149109294150176,1542.8571281433105
3.943333333333333,,4.368606074969389,1,0,,1.1078460037961257,0,1,35.0,1225.0,19.27918243408203,2,60.0,65.0,1.0833333333333333,1,1,0,1,15.549877777777775,,19.084719038259447,83.37361952962418,0.0,152.90121262392861,84.22315350197388,262.1163644981633,8.737212149938777,674.7713851928711
,,5.21388790141012,0,0,,,1,0,45.0,2025.0,27.226242065429688,2,30.0,30.0,1.0,0,1,1,2,,,27.18462704847082,141.7375980723683,5.21388790141012,234.6249555634554,141.95457410580713,156.4166370423036,10.42777580282024,1225.180892944336
3.4200000000000004,,3.790338507722084,1,0,,1.1082861133690303,0,1,26.0,676.0,19.865671157836914,1,75.0,94.0,1.2533333333333334,1,1,0,2,11.696400000000002,,14.366666003120876,54.45452737921078,0.0,98.5488012007742,75.29761837129321,284.2753880791563,3.790338507722084,516.5074501037598
,3.1,3.0730339297705096,0,1,0.9913012676679063,,1,0,28.0,784.0,21.640727996826172,1,120.0,130.0,1.0833333333333333,1,1,1,2,,9.610000000000001,9.44353753352078,29.020311257570672,3.0730339297705096,86.04495003357427,66.50269139918142,368.76407157246115,3.0730339297705096,605.9403839111328
3.693333333333333,,3.9459651617490223,1,0,,1.068402119607136,1,0,31.0,961.0,22.263450622558594,2,55.0,70.0,1.2727272727272727,1,1,1,2,13.640711111111107,,15.570641057736989,61.4412071599291,3.9459651617490223,122.32492001421969,87.8508005369358,217.02808389619622,7.891930323498045,690.1669692993164
,4.0,4.175060236204922,0,1,1.0437650590512304,,1,0,28.0,784.0,23.989900588989258,2,45.0,53.0,1.1777777777777778,1,0,0,2,,16.0,17.431127975939496,72.77600928454417,4.175060236204922,116.90168661373781,100.15928001959809,187.87771062922147,8.350120472409843,671.7172164916992
,,5.40348382509776,0,0,,,0,1,27.0,729.0,25.231910705566406,2,25.0,45.0,1.8,0,0,1,2,,,29.197637448093126,157.76896168183984,0.0,145.89406327763953,136.34022137383909,135.087095627444,10.80696765019552,681.261589050293
,3.8600000000000003,4.622980605916973,0,1,1.1976633694085421,,1,0,43.0,1849.0,24.551067352294922,2,60.0,70.0,1.1666666666666667,1,0,0,2,,14.899600000000003,21.37194968268446,98.80210889368365,4.622980605916973,198.78816605442984,113.49910822422079,277.37883635501834,9.245961211833945,1055.6958961486816
,,5.024291977722479,0,0,,,1,0,49.0,2401.0,26.612529754638672,3,30.0,51.0,1.7,1,1,0,2,,,25.243509877406456,126.83076416661142,5.024291977722479,246.19030690840145,133.70911975313186,150.72875933167435,15.072875933167436,1304.013957977295
,,5.30868586325394,0,0,,,0,1,52.0,2704.0,18.46590805053711,1,45.0,45.0,1.0,1,1,0,2,,,28.18214559471223,149.61015791481313,0.0,276.05166488920486,98.02970502003348,238.8908638464273,5.30868586325394,960.2272186279297
5.4,,5.925662598254138,1,0,,1.097344925602618,0,1,36.0,1296.0,21.385881423950195,1,30.0,40.0,1.3333333333333333,0,0,0,1,29.160000000000004,,35.11347722834798,208.07061870667,0.0,213.32385353714895,126.72551768459961,177.76987794762414,5.925662598254138,769.891731262207
,,4.270648181064107,0,0,,,1,0,24.0,576.0,19.476655960083008,1,35.0,45.0,1.2857142857142858,1,1,0,2,,,18.238435886426167,77.88994304382025,4.270648181064107,102.49555634553857,83.1779453491399,149.47268633724374,4.270648181064107,467.4397430419922
4.363333333333333,,4.857605561480428,1,0,,1.1132785855188148,1,0,52.0,2704.0,23.80480194091797,3,32.0,40.0,1.25,1,1,0,1,19.038677777777778,,23.596331790925582,114.62167253813753,4.857605561480428,252.59548919698224,115.6343382981432,155.4433779673737,14.572816684441284,1237.8497009277344
,,6.256665481692144,0,0,,,0,1,35.0,1225.0,23.820974349975586,1,25.0,40.0,1.6,0,0,1,2,,,39.14586294979799,244.92256946905246,0.0,218.98329185922503,149.0398679557662,156.4166370423036,6.256665481692144,833.7341022491455
4.4,,4.913694355571355,1,0,,1.1167487171753079,1,0,46.0,2116.0,24.968456268310547,2,40.0,45.0,1.125,1,1,0,1,19.360000000000003,,24.144392219973795,118.63816376998616,4.913694355571355,226.02994035628234,122.68736263292776,196.5477742228542,9.82738871114271,1148.5489883422852
,,4.870245289726271,0,0,,,1,0,24.0,576.0,22.362085342407227,1,25.0,35.0,1.4,0,1,1,2,,,23.71928918210093,115.51875641478236,4.870245289726271,116.88588695343051,108.90884080731568,121.75613224315678,4.870245289726271,536.6900482177734
,4.38,4.44523442745981,0,1,1.0148937048995,,0,1,22.0,484.0,21.871646881103516,1,62.0,62.0,1.0,1,1,0,2,,19.1844,19.760109115073945,87.8383173286891,0.0,97.79515740411581,97.22459770112532,275.6045345025082,4.44523442745981,481.17623138427734
5.153333333333333,,5.8806335663783225,1,0,,1.141131998650386,1,0,42.0,1764.0,27.49613380432129,2,25.0,30.0,1.2,0,0,0,2,26.556844444444444,,34.58185114201543,203.36319461323444,5.8806335663783225,246.98660978788953,161.69468739532147,147.01583915945807,11.761267132756645,1154.8376197814941
,,4.810996563573883,0,0,,,0,1,30.0,900.0,20.035062789916992,1,30.0,45.0,1.5,0,0,1,2,,,23.14568793471971,111.35382511549001,0.0,144.3298969072165,96.38861823327763,144.3298969072165,4.810996563573883,601.0518836975098
,,4.828376189911917,0,0,,,0,1,30.0,900.0,18.532432556152344,1,30.0,41.0,1.3666666666666667,1,1,0,2,,,23.31321663130832,112.5649800928676,0.0,144.8512856973575,89.48155609527441,144.8512856973575,4.828376189911917,555.9729766845703
3.08,,3.4000868981316903,1,0,,1.103924317575224,1,0,30.0,900.0,23.7476806640625,1,90.0,112.0,1.2444444444444445,1,1,0,1,9.4864,,11.56059091484678,39.30701370423078,3.4000868981316903,102.00260694395071,80.74417788689418,306.00782083185214,3.4000868981316903,712.430419921875
,,3.952285025871944,0,0,,,1,0,36.0,1296.0,22.0385684967041,2,75.0,97.0,1.2933333333333332,1,1,0,2,,,15.620556925731593,61.736893233349264,3.952285025871944,142.28226093138997,87.10270426117678,296.4213769403958,7.904570051743888,793.3884658813477
4.1,,4.6924991112691075,1,0,,1.144511978358319,0,1,30.0,900.0,21.255638122558594,2,30.0,40.0,1.3333333333333333,1,1,0,1,16.81,,22.019547909261362,103.32670899475649,0.0,140.7749733380732,99.74206299956396,140.7749733380732,9.384998222538215,637.6691436767578
4.893333333333333,,5.344235098945373,1,0,,1.0921461373866568,0,1,31.0,961.0,20.36897850036621,2,36.0,41.0,1.1388888888888888,0,0,0,1,23.944711111111104,,28.56084879279966,152.63589057415155,0.0,165.67128806730656,108.8566098313208,192.39246356203344,10.688470197890746,631.4383335113525
,,5.500651735987676,0,0,,,0,1,41.0,1681.0,21.85183334350586,2,35.0,40.0,1.1428571428571428,0,0,1,1,,,30.25716952062423,166.43415204969506,0.0,225.5267211754947,120.19932501546889,192.52281075956864,11.001303471975351,895.9251670837402
,,4.074732393253545,0,0,,,1,0,32.0,1024.0,22.518295288085938,2,50.0,82.0,1.64,1,1,0,2,,,16.603444076629764,67.654591418617,4.074732393253545,130.39143658411345,91.75602725121244,203.73661966267727,8.14946478650709,720.58544921875
4.41,,4.814946478650708,1,0,,1.091824598333494,0,1,55.0,3025.0,21.30681800842285,3,48.0,54.0,1.125,1,1,1,1,19.4481,,23.183709592270855,111.6283208633652,0.0,264.82205632578894,102.59118834090711,231.11743097523402,14.444839435952126,1171.8749904632568
3.4833333333333334,,3.705020342062646,1,0,,1.0636422034629605,1,0,34.0,1156.0,22.263450622558594,1,40.0,60.0,1.5,0,1,0,2,12.133611111111112,,13.727175735098006,50.85946533760687,3.705020342062646,125.97069163012996,82.48653744108687,148.20081368250584,3.705020342062646,756.9573211669922
,,5.247067188055457,0,0,,,1,0,28.0,784.0,24.850582122802734,2,40.0,50.0,1.25,1,1,0,1,,,27.5317140759682,144.4607535589373,5.247067188055457,146.9178812655528,130.39267406063576,209.88268752221828,10.494134376110914,695.8162994384766
,,5.939092309515345,0,0,,,1,0,46.0,2116.0,25.858585357666016,1,25.0,37.0,1.48,0,1,1,2,,,35.27281746094432,209.488518917233,5.939092309515345,273.1982462377059,153.57652543266036,148.47730773788362,5.939092309515345,1189.4949264526367
3.63,,3.798238337875736,1,0,,1.0463466495525444,1,0,32.0,1024.0,23.70815658569336,3,15.0,40.0,2.6666666666666665,1,1,1,2,13.1769,,14.426614471309032,54.795720170678855,3.798238337875736,121.54362681202355,90.04922926414163,56.973575068136036,11.394715013627208,758.6610107421875
,4.725,4.9650432515700915,0,1,1.0508028045650988,,0,1,38.0,1444.0,24.850582122802734,2,50.0,65.0,1.3,0,0,1,2,,22.325624999999995,24.651654489961707,122.39653076542191,0.0,188.67164355966347,123.38421506641008,248.25216257850457,9.930086503140183,944.3221206665039
4.57,,5.071690958644389,1,0,,1.1097792032044613,0,1,31.0,961.0,24.526159286499023,2,45.0,55.0,1.2222222222222223,0,1,0,2,20.884900000000002,,25.722049179995242,130.4542842639882,0.0,157.22241971797607,124.38910030360921,228.2260931389975,10.143381917288778,760.3109378814697
3.8166666666666664,,4.222459217126832,1,0,,1.1063211922603053,1,0,42.0,1764.0,24.625856399536133,2,45.0,58.0,1.288888888888889,1,1,0,1,14.566944444444443,,17.82916184029934,75.28290874621793,4.222459217126832,177.34328711932693,103.98167433386313,190.01066477070742,8.444918434253664,1034.2859687805176
,,3.4364261168384878,0,0,,,1,0,44.0,1936.0,24.565412521362305,1,60.0,65.0,1.0833333333333333,1,1,0,2,,,11.809024456489649,40.58084005666545,3.4364261168384878,151.20274914089347,84.41722515932062,206.18556701030926,3.4364261168384878,1080.8781509399414
6.8,,5.928822530315598,1,0,,0.8718856662228821,1,0,60.0,3600.0,32.40740966796875,2,35.0,50.0,1.4285714285714286,0,0,0,2,46.239999999999995,,35.150936595977846,208.40366485192854,5.928822530315598,355.72935181893587,192.13778058862064,207.50878856104592,11.857645060631196,1944.444580078125
4.343333333333333,,4.787297073112928,1,0,,1.1022172846768061,0,1,24.0,576.0,21.516944885253906,1,40.0,50.0,1.25,0,0,0,2,18.86454444444444,,22.918213266235604,109.7162952904276,0.0,114.89512975471027,103.0080072715082,191.4918829245171,4.787297073112928,516.4066772460938
,,3.7618991191689375,0,0,,,1,0,34.0,1156.0,24.44100570678711,2,60.0,70.0,1.1666666666666667,1,0,1,2,,,14.151884982804027,53.23796365139059,3.7618991191689375,127.90457005174387,91.9445978399654,225.71394715013625,7.523798238337875,830.9941940307617
,,5.023501994707114,0,0,,,0,1,31.0,961.0,23.64955711364746,1,30.0,50.0,1.6666666666666667,1,1,0,2,,,25.235572290826347,126.77094774054173,0.0,155.72856183592052,118.80359733434783,150.7050598412134,5.023501994707114,733.1362705230713
,4.526666666666666,4.296717620571158,0,1,0.9492012416578406,,1,0,34.0,1156.0,21.385881423950195,2,40.0,50.0,1.25,0,0,1,2,,20.490711111111107,18.461782310926676,79.32506536250756,4.296717620571158,146.08839909941938,91.88909354573221,171.86870482284633,8.593435241142316,727.1199684143066
,,5.830074653394952,0,0,,,0,1,49.0,2401.0,20.919370651245117,2,30.0,38.0,1.2666666666666666,0,0,0,1,,,33.98977046415827,198.1628992578015,0.0,285.67365801635265,121.96149259879842,174.90223960184858,11.660149306789904,1025.0491619110107
4.856666666666667,,5.735276691551132,1,0,,1.1809080353228134,0,1,44.0,1936.0,20.035062789916992,1,35.0,45.0,1.2857142857142858,1,1,0,2,23.587211111111117,,32.89339872864969,188.65274303432224,0.0,252.35217442824978,114.90662863277431,200.7346842042896,5.735276691551132,881.5427627563477
2.8966666666666665,,3.039854643125173,1,0,,1.0494319826669183,1,0,32.0,1024.0,19.345705032348633,1,100.0,110.0,1.1,1,1,0,1,8.390677777777777,,9.240716251329674,28.090434202406755,3.039854643125173,97.27534858000554,58.80813126711502,303.9854643125173,3.039854643125173,619.0625610351562
3.72,,4.580321523087254,1,0,,1.2312692266363585,1,0,27.0,729.0,21.835922241210938,1,40.0,60.0,1.5,1,1,0,2,13.838400000000002,,20.979345254856344,96.09214661109696,4.580321523087254,123.66868112335585,100.01554461787812,183.21286092349015,4.580321523087254,589.5699005126953
,,4.398625429553264,0,0,,,1,0,28.0,784.0,21.5919189453125,2,47.0,57.0,1.2127659574468086,1,1,0,2,,,19.347905669512638,85.10418988651605,4.398625429553264,123.1615120274914,94.97476374570445,206.7353951890034,8.797250859106528,604.57373046875
,4.825,4.8623454595726185,0,1,1.0077399916212681,,0,1,54.0,2916.0,22.33406639099121,2,58.0,65.0,1.1206896551724137,0,1,0,1,,23.280625,23.64240336822646,114.95753267088031,0.0,262.5666548169214,108.59594631002953,282.01603665521185,9.724690919145237,1206.0395851135254
3.443333333333333,,4.066832563099894,1,0,,1.1810743164859325,1,0,36.0,1296.0,22.913442611694336,2,30.0,55.0,1.8333333333333333,0,0,1,2,11.856544444444442,,16.53912709628965,67.26186064043854,4.066832563099894,146.40597227159617,93.1851345459592,122.00497689299681,8.133665126199787,824.8839340209961
4.12,,4.525022712011692,1,0,,1.0983064834979834,0,1,25.0,625.0,22.19460105895996,2,30.0,38.0,1.2666666666666666,1,1,0,1,16.9744,,20.47583054422165,92.65359825990569,0.0,113.1255678002923,100.43107387583258,135.75068136035077,9.050045424023384,554.865026473999
,5.8950000000000005,6.56475885768456,0,1,1.1136147341279998,,0,1,35.0,1225.0,29.217798233032227,1,19.0,26.0,1.368421052631579,1,1,1,2,,34.751025000000006,43.09605885954789,282.91523412951216,0.0,229.7665600189596,191.8077997523386,124.73041829600665,6.56475885768456,1022.6229381561279
,,7.820831852115179,0,0,,,1,0,46.0,2116.0,31.700218200683594,2,10.0,18.0,1.8,0,0,0,2,,,61.16541085905935,478.364393494243,7.820831852115179,359.7582651972983,247.92207622290758,78.2083185211518,15.641663704230359,1458.2100372314453
,,5.330805387684165,0,0,,,1,0,64.0,4096.0,24.814701080322266,1,45.0,60.0,1.3333333333333333,1,1,0,2,,,28.417486081362515,151.48808790696705,5.330805387684165,341.17154481178653,132.282342212754,239.88624244578742,5.330805387684165,1588.140869140625
,,4.622980605916973,0,0,,,1,0,41.0,1681.0,26.732013702392578,2,20.0,22.0,1.1,0,1,1,2,,,21.37194968268446,98.80210889368365,4.622980605916973,189.54220484259588,123.58158090326766,92.45961211833945,9.245961211833945,1096.0125617980957
,5.171666666666667,4.952403523324248,0,1,0.9576030016095871,,1,0,47.0,2209.0,24.551067352294922,2,45.0,52.0,1.1555555555555554,1,1,1,2,,26.746136111111113,24.52630065783443,121.46413779196905,4.952403523324248,232.76296559623967,121.5867924568763,222.85815854959117,9.904807046648497,1153.9001655578613
,,6.078129320219615,0,0,,,0,1,30.0,900.0,23.970169067382812,2,20.0,25.0,1.25,0,0,1,2,,,36.94365603331336,224.5483189321902,0.0,182.34387960658844,145.69378741908073,121.5625864043923,12.15625864043923,719.1050720214844
,,4.805466682466327,0,0,,,0,1,40.0,1600.0,20.41903305053711,2,60.0,70.0,1.1666666666666667,0,0,0,2,,,23.092510036293927,110.97028759392974,0.0,192.2186672986531,98.12298301253485,288.3280009479796,9.610933364932654,816.7613220214844
,,4.1805901173124775,0,0,,,1,0,37.0,1369.0,24.526159286499023,2,60.0,75.0,1.25,0,1,0,2,,,17.477333728970756,73.06556866430716,4.1805901173124775,154.68183434056166,102.53381912876947,250.83540703874866,8.361180234624955,907.4678936004639
6.633333333333333,,7.773432871193269,1,0,,1.1718743021899403,0,1,42.0,1764.0,31.722183227539062,1,20.0,35.0,1.75,0,0,1,2,44.00111111111111,,60.42625860294803,469.71946490738134,0.0,326.4841805901173,246.59026184696793,155.46865742386538,7.773432871193269,1332.3316955566406
3.85,,4.293557688509697,1,0,,1.115209789223298,1,0,22.0,484.0,25.231910705566406,2,40.0,50.0,1.25,1,1,0,1,14.822500000000002,,18.434637624560732,79.15018010782288,4.293557688509697,94.45826914721334,108.33466420567478,171.74230754038788,8.587115377019394,555.1020355224609
,5.8,6.3988624244578745,0,1,1.1032521421479093,,1,0,50.0,2500.0,24.135494232177734,1,40.0,46.0,1.15,0,0,1,2,,33.64,40.945440327138904,262.0042395622113,6.3988624244578745,319.94312122289375,154.43970713800186,255.95449697831498,6.3988624244578745,1206.7747116088867
5.283333333333333,,5.500651735987676,1,0,,1.0411328206916737,0,1,35.0,1225.0,24.857954025268555,2,30.0,40.0,1.3333333333333333,1,1,1,2,27.91361111111111,,30.25716952062423,166.43415204969506,0.0,192.52281075956864,136.7349479621953,165.01955207963027,11.001303471975351,870.0283908843994
5.49,,5.463522534265513,1,0,,0.9951771464964504,0,1,34.0,1156.0,23.977806091308594,2,37.0,45.0,1.2162162162162162,0,0,0,2,30.140100000000004,,29.850078482427055,163.0865764383343,0.0,185.75976616502743,131.0032839021134,202.15033376782398,10.927045068531026,815.2454071044922
3.2733333333333334,,3.5809930086503137,1,0,,1.093989717510279,1,0,23.0,529.0,17.729961395263672,1,40.0,50.0,1.25,0,0,1,2,10.71471111111111,,12.823510928002426,45.92090297952758,3.5809930086503137,82.36283919895722,63.49086780007917,143.23972034601255,3.5809930086503137,407.78911209106445
,3.3216666666666668,3.5628233992969154,0,1,1.072601123722102,,1,0,27.0,729.0,19.441465377807617,1,80.0,90.0,1.125,1,1,1,2,,11.033469444444446,12.693710574577628,45.225449059007865,3.5628233992969154,96.19623178101672,69.26650776467382,285.02587194375326,3.5628233992969154,524.9195652008057
,,3.842477386736185,0,0,,,1,0,45.0,2025.0,23.450836181640625,2,50.0,65.0,1.3,1,1,0,1,,,14.764632467578942,56.73276638014296,3.842477386736185,172.91148240312833,90.10930772800884,192.12386933680926,7.68495477347237,1055.2876281738281
,,4.354386380692815,0,0,,,0,1,29.0,841.0,20.951704025268555,1,40.0,50.0,1.25,1,1,1,2,,,18.96068075236307,82.56213003675416,0.0,126.27720504009163,91.23181465993622,174.1754552277126,4.354386380692815,607.5994167327881
5.363333333333333,,6.541059367223605,1,0,,1.2195884463437423,1,0,45.0,2025.0,28.550203323364258,2,40.0,55.0,1.375,0,1,1,2,28.765344444444445,,42.785457645543666,279.8622185133322,6.541059367223605,294.34767152506225,186.74857488443027,261.6423746889442,13.08211873444721,1284.7591495513916
,4.01,4.210609471896354,0,1,1.0500272997247766,,0,1,31.0,961.0,22.68170738220215,2,35.0,60.0,1.7142857142857142,0,0,0,2,,16.080099999999998,17.72923212482329,74.65087271423008,0.0,130.52889362878696,95.50381194228181,147.37133151637238,8.421218943792708,703.1329288482666
3.7666666666666666,,4.573211675948967,1,0,,1.2141269936147698,1,0,28.0,784.0,26.732351303100586,2,35.0,48.0,1.3714285714285714,0,0,0,2,14.187777777777777,,20.914265033035957,95.64536104297125,4.573211675948967,128.04992692657106,122.25270110490918,160.06240865821383,9.146423351897933,748.5058364868164
,,4.976892996800569,0,0,,,1,0,39.0,1521.0,26.419294357299805,1,45.0,55.0,1.2222222222222223,0,1,0,1,,,24.769463901602546,123.2749714263902,4.976892996800569,194.0988268752222,131.48600106725817,223.9601848560256,4.976892996800569,1030.3524799346924
3.993333333333333,,4.61192084370186,1,0,,1.1549050526799316,1,0,32.0,1024.0,23.67722511291504,2,33.0,46.0,1.393939393939394,1,0,0,1,15.94671111111111,,21.269813868571674,98.09469792212461,4.61192084370186,147.58146699845952,109.19748801927399,152.19338784216137,9.22384168740372,757.6712036132812
,,5.440613026819923,0,0,,,0,1,40.0,1600.0,24.301830291748047,2,38.0,55.0,1.4473684210526316,1,0,1,2,,,29.600270107602647,161.04361514481133,0.0,217.62452107279694,132.21685446085144,206.74329501915707,10.881226053639846,972.0732116699219
,,4.115811510052533,0,0,,,1,0,47.0,2209.0,23.977806091308594,2,57.0,80.0,1.4035087719298245,1,1,1,2,,,16.939904386280915,69.72145345224439,4.115811510052533,193.44314097246908,98.68813029641565,234.6012560729944,8.231623020105067,1126.956886291504
,,5.6878777106292215,0,0,,,1,0,30.0,900.0,24.489795684814453,3,21.0,45.0,2.142857142857143,0,0,0,2,,,32.35195285107272,184.013951516944,5.6878777106292215,170.63633131887664,139.29496301351983,119.44543192321365,17.063633131887663,734.6938705444336
3.5100000000000002,,3.7034403760319154,1,0,,1.055111218242711,1,0,36.0,1296.0,23.592323303222656,2,60.0,70.0,1.1666666666666667,1,1,1,1,12.320100000000002,,13.715470618823415,50.794427666030074,3.7034403760319154,133.32385353714895,87.37276268555344,222.20642256191493,7.406880752063831,849.3236389160156
,,3.6094323972034603,0,0,,,0,1,44.0,1936.0,19.62345314025879,1,85.0,85.0,1.0,1,1,0,2,,,13.028002229981919,47.02369331973566,0.0,158.81502547695226,70.82952750945405,306.80175376229414,3.6094323972034603,863.4319381713867
,4.013333333333334,4.129241221313741,0,1,1.0288807029851514,,1,0,37.0,1369.0,19.552806854248047,3,70.0,84.0,1.2,1,1,0,2,,16.106844444444448,17.050633063796596,70.4061768965239,4.129241221313741,152.78192518860843,80.73825605494689,289.04688549196186,12.387723663941223,723.4538536071777
,,5.21388790141012,0,0,,,0,1,44.0,1936.0,24.595592498779297,2,30.0,40.0,1.3333333333333333,1,0,0,2,,,27.18462704847082,141.7375980723683,0.0,229.41106766204527,128.23866215739886,156.4166370423036,10.42777580282024,1082.206069946289
,,5.129359718766047,0,0,,,0,1,24.0,576.0,21.061586380004883,2,40.0,60.0,1.5,1,1,1,2,,,26.310331124499697,134.95515265740534,0.0,123.10463325038512,108.03245279090865,205.17438875064187,10.258719437532093,505.4780731201172
,,4.606390962594304,0,0,,,0,1,25.0,625.0,21.661930084228516,1,40.0,50.0,1.25,0,0,0,2,,,21.21883770027048,97.74226221928124,0.0,115.1597740648576,99.7833189723399,184.25563850377216,4.606390962594304,541.5482521057129
,4.766666666666667,5.275506576608603,0,1,1.1067496314563503,,1,0,38.0,1444.0,28.11374855041504,2,40.0,55.0,1.375,0,1,0,2,,22.72111111111111,27.830969639840617,146.82246336837355,5.275506576608603,200.4692499111269,148.3142653708351,211.0202630643441,10.551013153217205,1068.3224449157715
,,4.279337994233124,0,0,,,1,0,44.0,1936.0,24.23761749267578,2,55.0,63.0,1.1454545454545455,1,1,0,2,,,18.31273366888718,78.36637696754106,4.279337994233124,188.29087174625747,103.72095742609686,235.36358968282184,8.558675988466248,1066.4551696777344
,,4.690919145238378,0,0,,,1,0,44.0,1936.0,23.08344268798828,2,40.0,52.0,1.3,1,1,0,1,,,22.004722427163955,103.2223737192397,4.690919145238378,206.40044239048862,108.28256324309707,187.63676580953512,9.381838290476756,1015.6714782714844
5.24,,5.650748508907059,1,0,,1.0783871200204311,0,1,32.0,1024.0,29.217798233032227,2,50.0,55.0,1.1,0,0,0,2,27.457600000000003,,31.93095871091535,180.43381732367777,0.0,180.82395228502588,165.10242979885416,282.53742544535294,11.301497017814118,934.9695434570312
,,4.141880949559585,0,0,,,0,1,33.0,1089.0,19.886363983154297,1,50.0,60.0,1.2,0,0,0,2,,,17.155177800324612,71.05470411747201,0.0,136.6820713354663,82.36695213783466,207.09404747797925,4.141880949559585,656.2500114440918
,,5.228897578702058,0,0,,,0,1,27.0,729.0,21.30681800842285,1,30.0,35.0,1.1666666666666667,0,1,1,2,,,27.34136988855624,142.9652228086691,0.0,141.18023462495555,111.41116909408765,156.86692736106173,5.228897578702058,575.284086227417
,4.735,4.70355887348422,0,1,0.9933598465647772,,0,1,51.0,2601.0,23.49176788330078,2,45.0,60.0,1.3333333333333333,1,1,1,1,,22.420225000000002,22.123466076332146,104.05902517555919,0.0,239.88150254769522,110.49491328133101,211.66014930678992,9.40711774696844,1198.0801620483398
,,6.026780424220879,0,0,,,0,1,48.0,2304.0,22.455175399780273,2,18.0,18.0,1.0,1,0,1,2,,,36.322082281772005,218.90521446272356,0.0,289.2854603626022,135.332411521842,108.48204763597583,12.053560848441759,1077.8484191894531
3.2266666666666666,,3.8867164355966346,1,0,,1.20456087880061,1,0,30.0,900.0,24.410776138305664,3,55.0,63.0,1.1454545454545455,1,1,1,2,10.411377777777776,,15.106564650737008,58.71493311342267,3.8867164355966346,116.60149306789904,94.87776482242278,213.76940395781492,11.660149306789904,732.3232841491699
,4.258333333333334,4.374135956076945,0,1,1.0271943536775603,,1,0,49.0,2401.0,23.450836181640625,2,40.0,50.0,1.25,1,1,0,2,,18.133402777777782,19.133065362245166,83.69062915096693,4.374135956076945,214.33266184777028,102.57714574218441,174.96543824307778,8.74827191215389,1149.0909729003906
,,4.668799620808152,0,0,,,0,1,32.0,1024.0,18.198514938354492,3,45.0,60.0,1.3333333333333333,1,1,1,1,,,21.797689899258348,101.76904633615106,0.0,149.40158786586088,84.96521964346096,210.09598293636685,14.006398862424458,582.3524780273438
4.926666666666667,,5.6878777106292215,1,0,,1.1545083309802209,0,1,25.0,625.0,24.959653854370117,3,35.0,45.0,1.2857142857142858,1,0,0,1,24.272044444444447,,32.35195285107272,184.013951516944,0.0,142.19694276573054,141.96745882329253,199.07571987202274,17.063633131887663,623.9913463592529
,,4.42390488604495,0,0,,,0,1,30.0,900.0,22.68170738220215,2,40.0,51.0,1.275,1,1,0,2,,,19.57093444077238,86.57995249699832,0.0,132.7171465813485,100.3417161119659,176.956195441798,8.8478097720899,680.4512214660645
,,5.056681281352451,0,0,,,1,0,47.0,2209.0,21.966604232788086,2,43.0,55.0,1.2790697674418605,0,1,0,1,,,25.570025581180264,129.29946972005757,5.056681281352451,237.6640202235652,111.07811643881703,217.43729509815537,10.113362562704902,1032.43039894104
